crossing_id,slope_deg,slope_pct,catchment_area_km2,flow_acc_cells,stream_order,mean_precip_mm,flood_Q10,flood_Q50
XNG-00001,2.456391967155717,4.291687843643806,0.1434732723591727,395.974609375,1,1183.7506103515625,3.3327694790736597,5.853892959545085
XNG-00002,4.918659132060617,8.622449312618999,43.497707266429565,120050.1484375,4,1070.485107421875,198.29658805864813,348.30101752521375
XNG-00003,2.6365212388884496,4.607606897711316,0.7423081816528271,2048.71044921875,2,1077.7991943359375,10.215860079771522,17.943800725543813
XNG-00004,4.224344639584076,7.393284628557605,0.1316896915374678,363.452880859375,1,1070.6846923828125,2.87459332846474,5.049122584899637
XNG-00005,2.449428009085877,4.280394782853681,1.547600301184192,4271.25146484375,2,1077.7991943359375,17.46623759236898,30.678835099068873
XNG-00006,2.8267408612855647,4.9395231119422025,1.6076196125911049,4436.89990234375,2,1071.9447021484375,17.875227997237428,31.397212432579007
XNG-00007,4.393796689370099,7.687463526164784,1.915367726006364,5286.259765625,2,1406.6427001953125,25.59125397843207,44.95014204580173
XNG-00008,7.615878060806629,13.390687632006268,0.28968493641640713,799.5069580078125,1,1501.0579833984375,6.811378647168644,11.963948229188338
XNG-00009,8.305554969744248,14.62731350551952,23.93964625123686,66071.484375,4,1373.82568359375,158.52183375395882,278.4380535087006
XNG-00010,3.4738689979841544,6.073356493960979,0.144909741539697,399.93914794921875,NA,1070.485107421875,3.0820240910035697,5.413467460248361
XNG-00011,1.7224406608763863,3.0078337991938873,38.75203752191222,106952.484375,4,998.30712890625,171.75952138526443,301.68958857949576
XNG-00012,1.9951495438121092,3.484614231991908,0.9065226934359636,2501.92919921875,2,1006.0665283203125,11.148344769728384,19.581677451100987
XNG-00013,4.07568939896517,7.127114711805832,7.3845280496581,20380.69921875,3,1450.5823974609375,70.35223599929282,123.57124055246196
XNG-00014,1.8798054439383884,3.28269223834193,4695.469335429129,12959115,8,1305.6761474609375,7159.407546537065,12575.248811638852
XNG-00015,5.23895077927168,9.176902316337408,0.7199266406037714,1986.939208984375,2,1880.9483642578125,16.037328316599865,28.16900596093765
XNG-00016,3.574584827346857,6.253371878418812,5663.551009839118,15630942,8,1292.77294921875,8140.292543288492,14298.138982309332
XNG-00017,1.876494301943218,3.277389975155101,4876.27790309427,13458132,8,1297.419189453125,7320.050815629358,12857.413092079592
XNG-00018,3.061285420732443,5.350529719230741,0.26297410658810183,725.7872314453125,1,1292.77294921875,5.590126789401261,9.818862078794607
XNG-00019,3.0757634620680365,5.377870410680771,1.2793537965154373,3530.912841796875,2,969.07916259765625,13.886724179187736,24.391545054081103
XNG-00020,24.269831884474982,45.72684441293989,602.0124609458678,1661505.625,5,749.79736328125,997.4831831349252,1752.0443041986655
XNG-00021,24.516143111295477,45.98852774154308,0.46997224571743895,1297.0853271484375,2,750.96514892578125,5.382459721257101,9.454102140919646
